trajectory_id,lat,lon,s,b,h,x,y
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.39896,161.53239,421.73,133.01,288.72,505161.2516223698,-1512609.0238857067
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.398551,161.532543,423.8,127.44,296.36,505171.5109413313,-1512653.1874170557
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.39834599999999,161.53262,424.17,130.28,293.89,505176.64479764586,-1512675.3259705612
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.398136,161.532698,424.13,128.19,295.94,505181.9269943466,-1512697.996773895
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.397932,161.532775,424.13,127.58,296.55,505187.02577943046,-1512720.0306984796
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.397312,161.533006,422.68,132.95,289.74,505202.6014753647,-1512786.9700808262
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.397108,161.533082,421.32,128.46,292.86,505207.7264422072,-1512808.9952918116
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.39690300000001,161.533158,420.05,137.85,282.19,505212.88631336164,-1512831.125210328
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.396692,161.533237,419.32,131.98,287.34,505218.1766686311,-1512853.9096998386
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.396488,161.533313,418.19,139.69,278.5,505223.3014700877,-1512875.934988692
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.396283,161.53339,417.3,138.41,278.88,505228.4347704279,-1512898.0738032595
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.396078,161.533466,417.31,141.32,275.99,505233.5944207716,-1512920.203825822
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.39586800000001,161.533545,417.17,144.14,273.03,505238.8495894648,-1512942.883740321
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.39525400000001,161.533775,414.62,141.93,272.69,505254.24027149985,-1513009.186996503
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.395044,161.533854,414.45,151.36,263.09,505259.495211947,-1513031.8670179981
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.394839,161.53393,413.68,151.66,262.02,505264.65453011723,-1513053.9971969482
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.394634,161.534007,413.37,154.43,258.94,505269.78738546494,-1513076.1362203262
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.394429,161.534083,412.83,159.34,253.49,505274.9465939237,-1513098.2664509786
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.39421800000001,161.534162,413.46,161.68,251.78,505280.236263485,-1513121.0512625966
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.394014,161.534238,414.16,167.88,246.28,505285.3604037509,-1513143.0768624684
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.39360500000001,161.53439,414.22,173.55,240.67,505295.6434777564,-1513187.2328224743
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.393394,161.534468,414.48,180.9,233.58,505300.95932986145,-1513210.008922115
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.393189,161.53454399999998,414.94,180.77,234.17,505306.11820718163,-1513232.1393089786
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.392984,161.53462,413.6,178.73,234.87,505311.27702983795,-1513254.2697216494
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.39278,161.534696,412.43,183.63,228.8,505316.4008416057,-1513276.2954763488
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.392569,161.534775,412.07,183.66,228.41,505321.69005552825,-1513299.0805023438
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.391949,161.535006,407.47,188.57,218.9,505337.26140120166,-1513366.0219323793
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.391124,161.535313,402.52,203.81,198.71,505357.99056956667,-1513455.0942462145
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.390919,161.53538899999998,401.39,205.38,196.01,505363.1488402698,-1513477.224919148
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.390509,161.535542,398.22,226.16,172.07,505373.4388017541,-1513521.4951628647
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.390299,161.53562,396.02,228.97,167.06,505378.7188490662,-1513544.1669788382
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.389889,161.535773,394.33,228.65,165.68,505389.00847785233,-1513588.437379132
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.389684,161.535849,394.0,231.12,162.88,505394.1664184151,-1513610.5682077273
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.389473,161.53592700000002,394.3,226.05,168.24,505399.4811939224,-1513633.3448155224
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.389269,161.536003,394.25,235.74,158.51,505404.60406954493,-1513655.371011102
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.386997,161.536845,373.74,230.98,142.76,505461.7722514791,-1513900.6450041097
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.386587,161.536997,371.5,221.76,149.74,505472.0865357641,-1513944.9074152177
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.385966,161.537227,365.12,212.97,152.15,505487.71441593964,-1514011.9469914054
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.385761,161.537303,362.63,209.37,153.26,505492.87131058436,-1514034.0783138284
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.38555,161.537381,360.56,209.21,151.35,505498.1850112187,-1514056.8554295192
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.385345,161.53745700000002,356.18,208.78,147.4,505503.3417950223,-1514078.9868042911
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.384518,161.53776299999998,347.63,191.79,155.84,505524.16018789634,-1514168.263020126
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.384314,161.537839,345.27,194.59,150.69,505529.281745626,-1514190.2898371646
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.383898,161.537993,341.15,177.39,163.76,505539.7514480461,-1514235.1986970652
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.38245500000001,161.538527,332.27,152.12,180.15,505576.07144223305,-1514390.9754734002
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.382244,161.53860500000002,330.44,151.18,179.26,505581.3842375632,-1514413.7530169946
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.382039,161.538681,328.28,152.29,176.0,505586.5401404504,-1514435.8848078197
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.381623,161.538835,328.13,149.2,178.93,505597.00861391745,-1514480.794248432
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.381417,161.538911,327.56,150.2,177.36,505602.1993006786,-1514503.0308063258
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.381212,161.53898700000002,326.79,146.52,180.26,505607.3549832729,-1514525.1627012128
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.381007,161.539063,325.5,143.01,182.49,505612.5106112034,-1514547.2946219086
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.38079599999999,161.539141,324.02,144.31,179.71,505617.82301005814,-1514570.0723529144
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.37996899999999,161.539447,320.54,157.33,163.21,505638.6365184327,-1514659.3508769772
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.379763,161.539523,319.07,155.12,163.95,505643.82676361396,-1514681.587643737
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.379142,161.539752,315.18,138.58,176.59,505659.47557638993,-1514748.6209952014
IR2HI2_2011325_DVG_JKB2e_Y26a,-75.378527,161.539978,308.27,132.94,175.34,505674.9935200821,-1514814.9999644863
